message,label,flagged
u fucking bitch go play minecraft looser,1.0,True
stupid monogl with I8Q0,3.0,True
stupid mid,1.0,True
fuck campers,1.0,True
stsndard tou idiot run!!!,1.0,True
idiot,1.0,True
idiot,1.0,True
fking idiot,1.0,True
are you so stupid ?,0.0,True
arta are you alive idiot?,1.0,True
why the fuck,2.0,True
yuo idiot,1.0,True
fuck y ambt,1.0,True
fucking piece of shit,1.0,True
fuck off bot platoon,0.0,True
idiot,1.0,True
fuck y&lt;our mom idior,1.0,True
fuck you e4,1.0,True
go to hell idiot,1.0,True
260 fuck you idiot,1.0,True
this fuck arty is just focus me lol,0.0,True
"Lion FUCK u, just push these 2 tanks out",1.0,True
idiot obj,1.0,True
idiot,1.0,True
IS idiot gogogo,1.0,True
Tiger idiot you will not play so ge cap,1.0,True
shit but GG and GJ,2.0,True
another crap team,1.0,True
crap,0.0,True
******* STUPID ********,1.0,True
stupid Manti go spot u...,0.0,True
GO STUPID SPOTH,1.0,True
and the lemming idiot tds,1.0,True
same shit whole game...,0.0,True
stupid t110 delete game idiot,1.0,True
kpz idiot,1.0,True
stupid retard campers,0.0,True
IDIOCI FUCK YOU PIZDY JEBANE,1.0,True
T-150 idiot,1.0,True
2 arty noonce of the shots NRG fuck you,1.0,True
idiot,1.0,True
why the fuck u pushed me,0.0,True
loose it fast so I can use this tank with average human being instead of *** dumb apes,1.0,True
e3 idiot no have keyboard,1.0,True
stupid dumb idiot,1.0,True
thx for help 2 idiot camper noob,1.0,True
arl 44+ kv 1 s 2 noob idiot,1.0,True
